id,job_title,career_level,experience_level,education_level,skills
1306,Senior Finance Accounting (Mining),Pegawai (non-manajemen & non-supervisor),5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['bank reconciliation', 'cost accounting', 'microsoft office', 'analytical skill', 'finance', 'accountancy', 'journal', 'accounting', 'bank', 'closing', 'skill microsoft', 'supervision']"
1307,Staf IT Infrastruktur dan Keamanan,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['tcp ip', 'lan', 'vpn', 'vlan', 'dns', 'dhcp', 'file', 'intranet', 'multimedia', 'database sql', 'mysql', 'firewall', 'support server', 'bahasa']"
1308,Accounting Reporting Officer,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['final draft', 'analytical skill', 'memos', 'accountancy', 'compile', 'memo', 'accounting', 'auditing', 'added value', 'operating']"
1311,Store Supervisor,Supervisor/Koordinator,1 tahun,Sarjana (S1),"['shift schedules', 'leadership', 'communicate', 'solve problems', 'counters']"
1313,Professional Financial Consultant Area Jakarta Barat,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['financial consultant', 'bank', 'sales', 'professional']"
1314,Customer Service Supervisor,Supervisor/Koordinator,3 tahun,Tidak terspesifikasi,"['customer service', 'e commerce', 'call center', 'social']"
1316,"SALES CONSULTANT  (AREA PADANG, SUMATERA)",Pegawai (non-manajemen & non-supervisor),5 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)","['ceramic', 'sales', 'tiles', 'brand', 'coordinate', 'computer program', 'target oriented', 'cooperative']"
1317,Territory Sales Supervisor (Area : Medan),Supervisor/Koordinator,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['plan', 'forecast', 'sales', 'territory sales', 'supermarkets', 'hypermarkets']"
1318,Purchasing Manager (Oil and Gas Industry Only) (Jakarta Based),Manajer/Asisten Manajer,8 tahun,Sarjana (S1),"['manage supplier', 'supply chain', 'supply chain management', 'relationship management', 'oil and gas', 'microsoft word', 'procurement', 'purchasing manager', 'sourcing', 'purchase', 'instruction', 'purchasing', 'standard template', 'suppliers evaluating', 'audit', 'import export', 'negotiate', 'government', 'operations', 'emergency response', 'response plan', 'plan requirements', 'economics', 'logistics', 'communication skills', 'english', 'leadership', 'negotiation', 'decision making', 'planning']"
1319,Support Service Manager,Manajer/Asisten Manajer,15 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['cost control', 'document management', 'project management', 'oil and gas', 'business administration', 'project risk management', 'risk management', 'management process', 'support service', 'service manager', 'service support', 'procurement', 'schedules', 'integration', 'planning', 'estimating', 'interface management', 'project document', 'oil gas', 'leading managing', 'plan', 'execute', 'budget', 'costing estimating', 'primavera', 'procedures systems', 'process systems']"
1320,Product Owner,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,"['web service', 'api', 'manage', 'product development', 'scrum', 'professional', 'scrum product owner', 'mobile application', 'application android', 'microservices']"
1322,Senior Operation Manager (Logistics - Surabaya),CEO/GM/Direktur/Manajer Senior,8 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['supply chain', 'supply chain management', 'account management', 'business process', 'operation', 'storage', 'logistics', 'freight forwarding', 'innovation', 'manage relationship', 'planning', 'coordinating', 'operations', 'warehousing', 'contact point', 'enterprise software', 'software systems', 'management', 'operational', 'english', 'remuneration', 'knit', 'acting']"
1323,Store manager,Supervisor/Koordinator,1 tahun,Tidak terspesifikasi,"['visi', 'leadership', 'manager', 'partner business']"
1324,Medical Analyst,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['analytical thinking', 'medical claim', 'claim', 'claim process', 'coordination', 'settlement']"
1325,Senior Mechanical Engineer,Supervisor/Koordinator,10 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['mechanical engineering', 'pressure vessel', 'plant design', 'problem solve', 'service design', 'due diligence', 'environmental management system', 'management system', 'electrical', 'consultant', 'calculation', 'autocad', 'drawing', 'flow process', 'registrations', 'licenses', 'communication', 'energetic', 'english', 'creativity', 'structural design', 'engineering design', 'coordinated', 'drawings', 'manage', 'reporting progress', 'construction', 'budget', 'surveys', 'professional development']"
1328,Backend Developer,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['front end', 'server side', 'back end', 'web development', 'process design', 'time management', 'problem solve', 'html', 'css', 'application lifecycle', 'debugging', 'write', 'debug', 'edge technologies', 'integrate', 'libraries', 'system administrators', 'laravel', 'nosql', 'javascript', 'analytical', 'git']"
1333,"Finance, Accounting, Inventory Staff",Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),"['account payable', 'microsoft office', 'finance', 'account receivables', 'point', 'point pivot']"
1334,Senior Product Manager,Tidak Terspesifikasi,,Tidak terspesifikasi,"['product marketing', 'marketing operation', 'computer science', 'software engineering', 'information technology', 'e commerce', 'strategic thinking', 'experience design', 'product strategy', 'mobile device', 'financial service', 'operating', 'humility', 'economic', 'empowerment', 'innovative', 'collaborate', 'engineering design', 'backlog', 'execute', 'innovate', 'market plans', 'experimentation', 'accountable', 'agile', 'executable', 'product manager', 'finance', 'new products', 'eye', 'tenacity', 'communicate', 'coordinate', 'nice', 'mobility', 'food', 'scale', 'experience', 'distributed teams', 'food package', 'delivery services', 'services']"
1335,Bootcamp Software Developer,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['computer science', 'information technology', 'computer engineering', 'information system', 'electrical engineering', 'physic mathematic', 'mathematic statistic', 'telecommunication', 'algorithm', 'sql', 'training development', 'workflow', 'best practice', 'remuneration']"
1336,Graphic Designer,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['creative industry', 'social medium', 'e commerce', 'digital ad', 'google ad', 'graphic design', 'social medium management', 'medium management', 'creative', 'design material', 'presentation', 'design graphics', 'design concepts', 'ads', 'operate', 'adobe creative']"
1341,Compliance,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['due diligence', 'capital market', 'financial service', 'service industry', 'willingness to learn', 'manage', 'risk assessments', 'presentations', 'bank', 'government', 'literacy']"
1342,Business Development Manager,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['market trend', 'e commerce', 'sales', 'presentations', 'tourism', 'hospitality', 'negotiation', 'communication']"
1344,Ecommerce Staff,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['e commerce', 'digital marketing', 'social medium', 'account planning', 'business study', 'target audience', 'seo', 'managing', 'account e', 'marketplace', 'plan', 'execute', 'manage', 'accounts', 'report performance', 'brand', 'research', 'operation', 'operation plan', 'planning', 'operational data', 'operational', 'integrated', 'supermarket', 'managing marketing', 'marketing plan', 'management', 'english', 'creative', 'sales', 'solve problem', 'analytical', 'teamwork', 'communication', 'java']"
1346,Sales Supervisor Food Service/ Horeca,Supervisor/Koordinator,5 tahun,Sarjana (S1),"['beverages', 'cooperation', 'sales', 'communication', 'presentation', 'negotiation']"
1349,Sales Counter - Semarang (Area Jawa Tengah),Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['sale promotion', 'sales', 'order sales', 'tl']"
1350,Polymer Sales Production Planning & Scheduling Officer,Tidak Terspesifikasi,,Tidak terspesifikasi,"['market share', 'corporate governance', 'financial management', 'sale planning', 'production planning', 'technical service', 'research and development', 'quality improvement', 'chemical engineering', 'industrial engineering', 'operation management', 'ppd', 'petrochemical', 'integrated', 'operate', 'naphtha', 'integrating', 'investing', 'planning', 'coordinating', 'coordination', 'sales', 'coordinate', 'schedule', 'consolidation', 'budget', 'consolidate', 'logistic', 'cooperate', 'additive', 'catalyst', 'material composition', 'physics engineering', 'engineering industrial']"
1351,Bancassurance Life Consultant - (Depok),Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['consultant', 'brand', 'bank', 'promo', 'sales']"
1352,Procurement Assistant Manager,Manajer/Asisten Manajer,5 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['process cost', 'cost reduction', 'supply chain', 'quality drive', 'performance management', 'management system', 'detail orient', 'analytical skill', 'production planning', 'microsoft office', 'manager', 'manager procurement', 'procurement', 'purchasing', 'operational', 'coordinate', 'validate', 'supplier performance', 'total cost', 'purchases', 'management', 'research', 'procuring', 'stock levels', 'schedules', 'global projects', 'global project', 'manage', 'localization', 'engine components', 'operations plan', 'communicate', 'communication interpersonal', 'planning', 'negotiate', 'operations excellent', 'stamping', 'machining', 'casting', 'molding']"
1355,ACCOUNTING STAFF (COSTING),Tidak Terspesifikasi,,Tidak terspesifikasi,"['cost accounting', 'accounting', 'basic accounting', 'operation cost', 'sap system', 'finance']"
1358,Custom Clearance Manager (PPJK holder) - Top MNC Liner,Manajer/Asisten Manajer,5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['brokerage', 'manager', 'collection', 'wide network', 'validating', 'export import', 'english', 'work environment']"
1359,Networks Assurance,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2), Doktor (S3)","['metro ethernet', 'project planning', 'audit', 'commissioning', 'fiber optic']"
1360,Secretary,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),"['economic', 'communication', 'socialize', 'english']"
1362,Portfolio Management and Partnership Officer,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['product design', 'product management', 'microsoft office', 'analytical thinking', 'manager', 'planning', 'product development', 'management', 'financial modelling', 'communication', 'presentation']"
1363,Compliance Officer / Junior Compliance Officer,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['problem solve', 'auditing', 'audit', 'communication skills', 'english', 'accounting', 'analytical']"
1364,STAFF FINANCE AKUNTING & PAJAK,Pegawai (non-manajemen & non-supervisor),3 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['finance', 'keras', 'bank', 'audit']"
1365,IT Support,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['analytical thinking', 'server administration', 'linux server', 'computer hardware', 'tcp ip', 'ip address', 'active directory', 'network attach storage', 'it infrastructure', 'computer network', 'technical support', 'it asset management', 'asset management', 'node js', 'warehouse management', 'warehouse management system', 'management system', 'data analysis', 'lan', 'nas', 'ccna', 'fix', 'api', 'swift', 'support staff', 'mobility', 'operating', 'communication', 'windows server', 'linux', 'network devices', 'firewall', 'switch', 'wireless controller', 'access points', 'professional certification', 'sql', 'manage', 'barcode', 'users requirements', 'troubleshooting', 'scripting languages', 'python', 'javascript', 'operation', 'integrations', 'collaborate']"
1366,Product Development Executive,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['chemical engineering', 'analytical skill', 'execute', 'brand', 'supervision', 'curiosity', 'communication']"
1367,Car Consultant,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['customer service', 'interpersonal communication', 'time management', 'financing', 'purchase', 'test drives', 'collecting', 'licenses', 'finance', 'sales', 'appeal', 'positive', 'collaboration', 'coordinate', 'friendly']"
1369,INDUSTRIAL ENGINEERING MANAGER,Manajer/Asisten Manajer,5 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['plan', 'model based', 'requirement capacity', 'requirement production', 'balancing', 'continuous improvement', 'improvement production', 'developing systems']"
